date,total_leads,dm_leads,organic_leads,year,month,day,dow,dow_name,week_num,is_weekend,is_saturday,is_sunday,day_of_season,temp_max,temp_min,temp_mean,precip_in,snowfall_in,snow_depth,sunshine_hrs,rain_in,wind_max_mph,solar_radiation
2023-02-25,11,0,11,2023,2,25,5,Saturday,8,True,True,False,10,31.0,23.2,27.2,0.024,0.165,0.0,1.1021944444444445,0.0,6.3,4.6
2023-02-26,31,4,27,2023,2,26,6,Sunday,8,True,False,True,11,53.9,24.4,38.5,0.0,0.0,0.0,8.87668611111111,0.0,15.0,11.6
2023-02-27,106,46,60,2023,2,27,0,Monday,9,False,False,False,12,46.8,28.7,38.0,0.331,1.047,0.0,7.910561111111111,0.181,13.9,14.12
2023-02-28,102,47,55,2023,2,28,1,Tuesday,9,False,False,False,13,43.4,34.1,37.2,0.197,0.0,0.0,1.5951583333333332,0.197,10.7,3.66
2023-03-01,105,59,46,2023,3,1,2,Wednesday,9,False,False,False,14,49.3,27.5,38.6,0.0,0.0,0.0,10.414133333333332,0.0,12.4,15.62
2023-03-02,105,59,46,2023,3,2,3,Thursday,9,False,False,False,15,59.5,40.0,47.6,0.106,0.0,0.0,5.044113888888889,0.106,10.8,11.04
2023-03-03,81,26,55,2023,3,3,4,Friday,9,False,False,False,16,45.0,30.8,38.6,0.575,0.0,0.0,4.856905555555556,0.575,16.5,8.23
2023-03-04,51,17,34,2023,3,4,5,Saturday,9,True,True,False,17,52.4,35.2,45.1,0.803,0.0,0.0,7.218263888888889,0.803,18.5,10.74
2023-03-05,40,11,29,2023,3,5,6,Sunday,9,True,False,True,18,55.1,29.8,42.4,0.0,0.0,0.0,10.034794444444445,0.0,15.1,15.12
2023-03-06,172,52,120,2023,3,6,0,Monday,10,False,False,False,19,53.2,31.6,42.0,0.0,0.0,0.0,10.548713888888889,0.0,7.9,16.97
2023-03-07,111,32,79,2023,3,7,1,Tuesday,10,False,False,False,20,44.8,33.9,38.9,0.004,0.0,0.0,9.402577777777777,0.004,16.9,17.23
2023-03-08,118,22,96,2023,3,8,2,Wednesday,10,False,False,False,21,46.8,28.7,37.0,0.0,0.0,0.0,10.595600000000001,0.0,13.0,18.61
2023-03-09,101,31,70,2023,3,9,3,Thursday,10,False,False,False,22,51.1,28.0,38.4,0.0,0.0,0.0,10.62893888888889,0.0,11.6,17.77
2023-03-10,94,24,70,2023,3,10,4,Friday,10,False,False,False,23,43.0,29.7,36.8,0.232,0.0,0.0,0.0,0.232,9.2,5.66
2023-03-11,40,3,37,2023,3,11,5,Saturday,10,True,True,False,24,44.9,30.6,37.5,0.035,0.0,0.0,1.5982944444444445,0.035,14.4,7.32
2023-03-12,21,9,12,2023,3,12,6,Sunday,10,True,False,True,25,45.3,25.6,35.7,0.039,0.193,0.0,5.5315361111111105,0.012,8.8,10.7
2023-03-13,129,22,107,2023,3,13,0,Monday,11,False,False,False,26,41.5,33.9,37.5,0.114,0.083,0.0,0.0,0.102,10.2,3.19
2023-03-14,69,15,54,2023,3,14,1,Tuesday,11,False,False,False,27,39.7,30.6,35.2,0.028,0.193,0.0,7.398813888888888,0.0,23.3,12.54
2023-03-15,91,19,72,2023,3,15,2,Wednesday,11,False,False,False,28,45.2,30.0,36.9,0.0,0.0,0.0,10.153149999999998,0.0,17.3,19.7
2023-03-16,94,17,77,2023,3,16,3,Thursday,11,False,False,False,29,56.4,28.8,42.2,0.0,0.0,0.0,8.143375,0.0,9.0,16.87
2023-03-17,98,15,83,2023,3,17,4,Friday,11,False,False,False,30,59.3,40.5,49.4,0.043,0.0,0.0,5.9276027777777776,0.043,10.5,11.36
2023-03-18,70,8,62,2023,3,18,5,Saturday,11,True,True,False,31,49.1,34.1,42.1,0.024,0.0,0.0,10.829513888888888,0.024,12.8,19.62
2023-03-19,25,0,25,2023,3,19,6,Sunday,11,True,False,True,32,37.4,22.0,30.7,0.0,0.0,0.0,11.220397222222223,0.0,15.1,20.37
2023-03-20,155,24,131,2023,3,20,0,Monday,12,False,False,False,33,49.8,24.0,36.3,0.0,0.0,0.0,11.264252777777777,0.0,8.5,21.39
2023-03-21,145,21,124,2023,3,21,1,Tuesday,12,False,False,False,34,59.2,30.4,44.8,0.0,0.0,0.0,11.308219444444443,0.0,7.6,21.31
2023-03-22,286,158,128,2023,3,22,2,Wednesday,12,False,False,False,35,61.8,37.9,49.1,0.0,0.0,0.0,9.614205555555555,0.0,9.4,17.19
2023-03-23,268,156,112,2023,3,23,3,Thursday,12,False,False,False,36,64.9,45.3,53.4,0.295,0.0,0.0,3.839597222222222,0.295,11.1,8.56
2023-03-24,192,99,93,2023,3,24,4,Friday,12,False,False,False,37,56.3,43.7,48.5,0.283,0.0,0.0,1.09,0.283,10.0,7.1
2023-03-25,63,25,38,2023,3,25,5,Saturday,12,True,True,False,38,50.2,42.5,45.5,0.295,0.0,0.0,0.0,0.295,13.4,3.36
2023-03-26,60,22,38,2023,3,26,6,Sunday,12,True,False,True,39,59.0,39.7,49.4,0.0,0.0,0.0,11.528727777777778,0.0,12.0,22.41
2023-03-27,220,81,139,2023,3,27,0,Monday,13,False,False,False,40,63.9,36.3,47.5,0.161,0.0,0.0,7.795452777777778,0.161,13.7,15.97
2023-03-28,166,47,119,2023,3,28,1,Tuesday,13,False,False,False,41,51.6,36.1,43.7,0.0,0.0,0.0,9.49258888888889,0.0,10.8,14.7
2023-03-29,195,59,136,2023,3,29,2,Wednesday,13,False,False,False,42,55.1,34.1,44.4,0.0,0.0,0.0,10.515836111111112,0.0,10.1,19.18
2023-03-30,182,52,130,2023,3,30,3,Thursday,13,False,False,False,43,46.0,27.9,37.3,0.0,0.0,0.0,11.70431111111111,0.0,13.0,23.67
2023-03-31,255,116,139,2023,3,31,4,Friday,13,False,False,False,44,59.2,32.6,47.5,0.0,0.0,0.0,5.9284388888888895,0.0,13.2,11.62
2023-04-01,110,62,48,2023,4,1,5,Saturday,13,True,True,False,45,69.3,46.2,58.3,0.417,0.0,0.0,5.744180555555555,0.417,16.6,10.56
2023-04-02,89,46,43,2023,4,2,6,Sunday,13,True,False,True,46,50.3,35.9,42.8,0.0,0.0,0.0,11.817202777777778,0.0,14.5,23.96
2023-04-03,330,185,145,2023,4,3,0,Monday,14,False,False,False,47,63.5,33.2,48.3,0.0,0.0,0.0,10.935788888888888,0.0,12.7,21.79
2023-04-04,260,105,155,2023,4,4,1,Tuesday,14,False,False,False,48,74.0,49.2,60.6,0.0,0.0,0.0,11.869780555555556,0.0,11.9,21.93
2023-04-05,217,79,138,2023,4,5,2,Wednesday,14,False,False,False,49,76.5,55.4,63.9,0.0,0.0,0.0,8.794197222222222,0.0,10.0,17.09
2023-04-06,268,81,187,2023,4,6,3,Thursday,14,False,False,False,50,80.9,56.1,66.8,0.323,0.0,0.0,6.506788888888889,0.323,10.3,15.37
2023-04-07,201,78,123,2023,4,7,4,Friday,14,False,False,False,51,56.2,42.3,50.9,0.0,0.0,0.0,0.0,0.0,9.6,6.76
2023-04-08,86,42,44,2023,4,8,5,Saturday,14,True,True,False,52,51.3,34.7,43.1,0.0,0.0,0.0,8.745508333333333,0.0,8.1,19.03
2023-04-09,38,17,21,2023,4,9,6,Sunday,14,True,False,True,53,58.5,32.4,45.7,0.0,0.0,0.0,11.996530555555555,0.0,9.4,22.18
2023-04-10,244,74,170,2023,4,10,0,Monday,15,False,False,False,54,63.8,34.7,49.4,0.0,0.0,0.0,12.010691666666666,0.0,9.2,24.85
2023-04-11,216,71,145,2023,4,11,1,Tuesday,15,False,False,False,55,73.0,39.8,57.8,0.0,0.0,0.0,11.0,0.0,11.4,23.53
2023-04-12,199,61,138,2023,4,12,2,Wednesday,15,False,False,False,56,81.1,57.8,69.3,0.0,0.0,0.0,12.009369444444445,0.0,14.1,22.94
2023-04-13,203,54,149,2023,4,13,3,Thursday,15,False,False,False,57,86.0,59.4,72.2,0.0,0.0,0.0,12.044055555555556,0.0,9.1,24.62
2023-04-14,183,57,126,2023,4,14,4,Friday,15,False,False,False,58,84.1,56.6,70.6,0.0,0.0,0.0,11.321147222222221,0.0,9.5,22.87
2023-04-15,71,16,55,2023,4,15,5,Saturday,15,True,True,False,59,73.8,56.2,64.1,1.043,0.0,0.0,8.502313888888889,1.043,8.5,15.22
2023-04-16,46,13,33,2023,4,16,6,Sunday,15,True,False,True,60,76.7,53.9,65.1,0.016,0.0,0.0,11.0,0.016,7.5,17.5
2023-04-17,255,64,191,2023,4,17,0,Monday,16,False,False,False,61,67.7,51.1,58.4,0.283,0.0,0.0,8.337377777777778,0.283,12.6,19.05
2023-04-18,129,25,104,2023,4,18,1,Tuesday,16,False,False,False,62,61.3,42.4,51.8,0.0,0.0,0.0,10.122891666666668,0.0,17.5,20.03
2023-04-19,138,23,115,2023,4,19,2,Wednesday,16,False,False,False,63,65.2,36.2,51.0,0.0,0.0,0.0,12.233947222222222,0.0,11.0,26.33
2023-04-20,96,13,83,2023,4,20,3,Thursday,16,False,False,False,64,74.3,42.7,57.8,0.0,0.0,0.0,12.189683333333333,0.0,7.3,25.19
2023-04-21,101,14,87,2023,4,21,4,Friday,16,False,False,False,65,80.8,46.6,62.9,0.0,0.0,0.0,12.242644444444444,0.0,11.4,24.25
2023-04-22,39,4,35,2023,4,22,5,Saturday,16,True,True,False,66,75.6,55.7,62.5,0.642,0.0,0.0,8.891175,0.642,16.1,18.9
2023-04-23,20,2,18,2023,4,23,6,Sunday,16,True,False,True,67,64.0,45.4,55.7,0.244,0.0,0.0,12.237119444444444,0.244,11.4,21.49
2023-04-24,129,15,114,2023,4,24,0,Monday,17,False,False,False,68,56.8,38.9,48.4,0.0,0.0,0.0,12.241666666666667,0.0,8.9,23.08
2023-04-25,93,12,81,2023,4,25,1,Tuesday,17,False,False,False,69,57.3,37.6,47.7,0.0,0.0,0.0,12.270747222222223,0.0,8.2,24.15
2023-04-26,74,12,62,2023,4,26,2,Wednesday,17,False,False,False,70,61.5,39.8,49.3,0.185,0.0,0.0,11.710138888888888,0.185,8.5,22.25
2023-04-27,67,10,57,2023,4,27,3,Thursday,17,False,False,False,71,61.5,44.1,52.6,0.327,0.0,0.0,9.515030555555557,0.327,7.9,16.42
2023-04-28,45,9,36,2023,4,28,4,Friday,17,False,False,False,72,53.2,46.3,48.6,1.173,0.0,0.0,0.0,1.173,15.8,3.95
2023-04-29,22,5,17,2023,4,29,5,Saturday,17,True,True,False,73,60.8,48.0,53.7,0.358,0.0,0.0,0.0,0.358,14.7,6.6
2023-04-30,20,2,18,2023,4,30,6,Sunday,17,True,False,True,74,58.6,50.5,53.7,1.343,0.0,0.0,0.0,1.343,18.7,4.1
2023-05-01,43,5,38,2023,5,1,0,Monday,18,False,False,False,75,58.8,45.8,51.9,0.13,0.0,0.0,12.141786111111111,0.13,16.1,21.88
2023-05-02,53,6,47,2023,5,2,1,Tuesday,18,False,False,False,76,53.8,42.5,47.2,0.063,0.0,0.0,7.854175,0.063,14.9,16.37
2023-05-03,30,1,29,2023,5,3,2,Wednesday,18,False,False,False,77,53.8,41.3,45.8,0.051,0.0,0.0,6.865186111111111,0.051,8.6,16.69
2023-05-04,33,7,26,2023,5,4,3,Thursday,18,False,False,False,78,58.5,38.0,48.6,0.016,0.0,0.0,12.832366666666665,0.016,9.6,19.74
2023-05-05,37,4,33,2023,5,5,4,Friday,18,False,False,False,79,63.0,39.3,52.4,0.063,0.0,0.0,12.829413888888888,0.063,7.2,23.11
2023-05-06,26,3,23,2023,5,6,5,Saturday,18,True,True,False,80,69.6,42.7,56.5,0.0,0.0,0.0,13.090980555555555,0.0,7.6,25.52
2023-05-07,6,1,5,2023,5,7,6,Sunday,18,True,False,True,81,75.1,47.1,61.4,0.016,0.0,0.0,10.407897222222223,0.016,9.7,23.43
2023-05-08,61,2,59,2023,5,8,0,Monday,19,False,False,False,82,75.6,56.8,64.6,0.0,0.0,0.0,12.991727777777777,0.0,10.5,25.39
2023-05-09,37,3,34,2023,5,9,1,Tuesday,19,False,False,False,83,67.7,49.8,58.4,0.008,0.0,0.0,9.347730555555556,0.008,8.1,18.42
2023-05-10,40,4,36,2023,5,10,2,Wednesday,19,False,False,False,84,71.0,43.5,57.9,0.0,0.0,0.0,13.287847222222222,0.0,7.3,28.67
2024-02-15,16,0,16,2024,2,15,3,Thursday,7,False,False,False,0,38.0,22.1,30.5,0.0,0.0,0.245,8.636566666666667,0.0,10.7,11.31
2024-02-16,8,0,8,2024,2,16,4,Friday,7,False,False,False,1,40.3,28.5,34.7,0.004,0.028,0.22,9.669708333333332,0.0,14.7,15.03
2024-02-17,5,0,5,2024,2,17,5,Saturday,7,True,True,False,2,34.9,25.0,30.5,0.244,1.709,0.309,7.512216666666666,0.0,15.2,11.93
2024-02-18,8,0,8,2024,2,18,6,Sunday,7,True,False,True,3,41.2,21.2,30.5,0.0,0.0,0.295,9.817155555555557,0.0,13.6,15.52
2024-02-19,49,1,48,2024,2,19,0,Monday,8,False,False,False,4,42.4,25.1,32.7,0.0,0.0,0.276,9.867902777777777,0.0,8.1,15.67
2024-02-20,49,1,48,2024,2,20,1,Tuesday,8,False,False,False,5,41.1,21.7,29.9,0.0,0.0,0.262,9.920605555555555,0.0,7.7,15.84
2024-02-21,61,20,41,2024,2,21,2,Wednesday,8,False,False,False,6,43.4,22.6,32.2,0.0,0.0,0.23,9.950844444444444,0.0,7.2,15.83
2024-02-22,65,34,31,2024,2,22,3,Thursday,8,False,False,False,7,45.1,27.4,36.2,0.154,0.0,0.172,6.1007750000000005,0.154,8.6,10.22
2024-02-23,69,39,30,2024,2,23,4,Friday,8,False,False,False,8,49.0,37.0,42.0,0.039,0.0,0.089,2.9240916666666665,0.039,7.7,7.64
2024-02-24,29,18,11,2024,2,24,5,Saturday,8,True,True,False,9,40.2,24.4,34.8,0.063,0.165,0.066,7.348327777777778,0.039,10.8,12.26
2024-02-25,13,4,9,2024,2,25,6,Sunday,8,True,False,True,10,42.0,19.6,29.6,0.0,0.0,0.055,10.224566666666668,0.0,9.3,16.91
2024-02-26,92,34,58,2024,2,26,0,Monday,9,False,False,False,11,57.9,29.8,42.4,0.0,0.0,0.033,10.215233333333332,0.0,9.0,15.45
2024-02-27,136,83,53,2024,2,27,1,Tuesday,9,False,False,False,12,63.9,38.9,50.6,0.079,0.0,0.012,7.428238888888889,0.079,14.1,13.64
2024-02-28,106,69,37,2024,2,28,2,Wednesday,9,False,False,False,13,59.5,41.1,54.6,0.445,0.0,0.0,0.0,0.445,17.8,4.55
2024-02-29,75,44,31,2024,2,29,3,Thursday,9,False,False,False,14,39.7,26.1,33.5,0.0,0.0,0.0,10.403794444444445,0.0,16.1,16.16
2024-03-01,98,47,51,2024,3,1,4,Friday,9,False,False,False,15,46.7,26.1,36.1,0.0,0.0,0.0,9.980922222222222,0.0,9.2,16.98
2024-03-02,31,13,18,2024,3,2,5,Saturday,9,True,True,False,16,50.6,35.2,44.2,0.815,0.0,0.0,0.0,0.815,11.2,2.15
2024-03-03,25,3,22,2024,3,3,6,Sunday,9,True,False,True,17,65.2,41.3,51.3,0.0,0.0,0.0,10.506036111111111,0.0,7.3,16.06
2024-03-04,165,69,96,2024,3,4,0,Monday,10,False,False,False,18,64.2,42.7,51.1,0.004,0.0,0.0,5.953474999999999,0.004,9.3,11.45
2024-03-05,100,25,75,2024,3,5,1,Tuesday,10,False,False,False,19,46.1,42.0,43.7,0.488,0.0,0.0,0.37853333333333333,0.488,11.3,2.89
2024-03-06,129,26,103,2024,3,6,2,Wednesday,10,False,False,False,20,51.6,40.0,46.3,0.925,0.0,0.0,0.0,0.925,10.8,3.61
2024-03-07,140,26,114,2024,3,7,3,Thursday,10,False,False,False,21,58.4,44.2,51.8,0.252,0.0,0.0,4.869380555555556,0.252,13.7,8.96
2024-03-08,121,32,89,2024,3,8,4,Friday,10,False,False,False,22,54.3,35.4,43.8,0.0,0.0,0.0,9.603233333333334,0.0,7.2,16.98
2024-03-09,25,2,23,2024,3,9,5,Saturday,10,True,True,False,23,48.5,37.8,42.4,0.996,0.0,0.0,0.0,0.996,12.5,2.51
2024-03-10,39,10,29,2024,3,10,6,Sunday,10,True,False,True,24,47.6,33.2,41.6,0.035,0.0,0.0,10.473961111111112,0.035,19.5,15.85
2024-03-11,120,28,92,2024,3,11,0,Monday,11,False,False,False,25,49.5,32.9,41.0,0.0,0.0,0.0,10.720675,0.0,19.7,19.27
2024-03-12,190,24,166,2024,3,12,1,Tuesday,11,False,False,False,26,63.1,39.7,51.0,0.0,0.0,0.0,10.808447222222224,0.0,11.7,19.21
2024-03-13,181,24,157,2024,3,13,2,Wednesday,11,False,False,False,27,68.4,45.6,56.4,0.0,0.0,0.0,10.758961111111113,0.0,8.5,16.83
2024-03-14,236,30,206,2024,3,14,3,Thursday,11,False,False,False,28,73.5,47.8,59.4,0.0,0.0,0.0,10.879991666666667,0.0,9.2,18.31
2024-03-15,166,29,137,2024,3,15,4,Friday,11,False,False,False,29,71.0,47.0,60.2,0.094,0.0,0.0,6.355713888888888,0.094,16.3,11.81
2024-03-16,78,8,70,2024,3,16,5,Saturday,11,True,True,False,30,58.3,39.2,48.9,0.0,0.0,0.0,11.067666666666666,0.0,11.2,19.4
2024-03-17,35,2,33,2024,3,17,6,Sunday,11,True,False,True,31,59.6,44.4,51.9,0.0,0.0,0.0,10.573766666666666,0.0,14.5,16.76
2024-03-18,270,24,246,2024,3,18,0,Monday,12,False,False,False,32,45.5,33.9,40.3,0.0,0.0,0.0,10.189033333333333,0.0,13.4,15.84
2024-03-19,157,57,100,2024,3,19,1,Tuesday,12,False,False,False,33,46.0,29.9,37.6,0.0,0.0,0.0,9.459166666666667,0.0,13.0,16.66
2024-03-20,244,115,129,2024,3,20,2,Wednesday,12,False,False,False,34,57.2,32.8,43.3,0.031,0.0,0.0,8.684319444444444,0.031,17.9,12.78
2024-03-21,235,160,75,2024,3,21,3,Thursday,12,False,False,False,35,41.4,24.4,33.1,0.0,0.0,0.0,11.342466666666667,0.0,11.9,21.51
2024-03-22,184,116,68,2024,3,22,4,Friday,12,False,False,False,36,47.8,24.6,35.8,0.0,0.0,0.0,8.803516666666667,0.0,10.1,18.78
2024-03-23,63,39,24,2024,3,23,5,Saturday,12,True,True,False,37,47.7,28.6,40.2,2.157,0.0,0.0,1.121627777777778,2.157,16.8,3.57
2024-03-24,32,14,18,2024,3,24,6,Sunday,12,True,False,True,38,47.3,27.7,36.5,0.0,0.0,0.0,11.475747222222223,0.0,14.5,21.97
2024-03-25,230,112,118,2024,3,25,0,Monday,13,False,False,False,39,51.0,28.9,39.6,0.0,0.0,0.0,11.519936111111111,0.0,8.1,22.14
2024-03-26,141,72,69,2024,3,26,1,Tuesday,13,False,False,False,40,55.4,30.9,43.1,0.0,0.0,0.0,10.044052777777777,0.0,8.5,18.6
2024-03-27,208,69,139,2024,3,27,2,Wednesday,13,False,False,False,41,49.0,36.9,43.3,0.177,0.0,0.0,0.0,0.177,6.7,5.17
2024-03-28,124,43,81,2024,3,28,3,Thursday,13,False,False,False,42,50.2,42.3,45.9,0.402,0.0,0.0,0.0,0.402,10.1,6.22
2024-03-29,156,49,107,2024,3,29,4,Friday,13,False,False,False,43,54.0,36.5,45.3,0.0,0.0,0.0,11.694783333333334,0.0,16.4,21.77
2024-03-30,93,27,66,2024,3,30,5,Saturday,13,True,True,False,44,57.9,34.6,45.9,0.236,0.0,0.0,8.257680555555556,0.236,10.5,17.97
2024-03-31,67,3,64,2024,3,31,6,Sunday,13,True,False,True,45,59.5,40.1,49.4,0.0,0.0,0.0,10.228844444444443,0.0,9.4,17.75
2024-04-01,181,66,115,2024,4,1,0,Monday,14,False,False,False,46,57.1,43.7,48.7,0.476,0.0,0.0,4.459205555555555,0.476,7.9,9.3
2024-04-02,154,60,94,2024,4,2,1,Tuesday,14,False,False,False,47,48.0,42.5,44.5,0.78,0.0,0.0,0.46029166666666665,0.78,13.3,4.55
2024-04-03,150,71,79,2024,4,3,2,Wednesday,14,False,False,False,48,47.6,40.6,43.8,2.091,0.0,0.0,0.2156888888888889,2.091,19.9,3.28
2024-04-04,234,92,142,2024,4,4,3,Thursday,14,False,False,False,49,53.2,35.2,42.7,0.209,0.0,0.0,9.158344444444445,0.209,11.7,15.8
2024-04-05,149,64,85,2024,4,5,4,Friday,14,False,False,False,50,49.5,35.9,41.9,0.004,0.0,0.0,11.9129,0.004,14.5,20.78
2024-04-06,96,32,64,2024,4,6,5,Saturday,14,True,True,False,51,52.2,36.1,44.0,0.004,0.0,0.0,10.631125,0.004,17.4,16.24
2024-04-07,56,25,31,2024,4,7,6,Sunday,14,True,False,True,52,58.7,35.2,47.1,0.0,0.0,0.0,11.370525,0.0,13.9,16.43
2024-04-08,245,94,151,2024,4,8,0,Monday,15,False,False,False,53,64.9,36.6,50.8,0.0,0.0,0.0,11.53491388888889,0.0,6.6,20.73
2024-04-09,219,73,146,2024,4,9,1,Tuesday,15,False,False,False,54,76.0,44.1,59.9,0.0,0.0,0.0,12.0,0.0,7.7,23.43
2024-04-10,230,60,170,2024,4,10,2,Wednesday,15,False,False,False,55,73.0,51.7,60.8,0.028,0.0,0.0,8.640597222222222,0.028,6.7,16.14
2024-04-11,232,50,182,2024,4,11,3,Thursday,15,False,False,False,56,68.4,54.8,61.0,0.197,0.0,0.0,5.167994444444444,0.197,17.0,12.4
2024-04-12,271,37,234,2024,4,12,4,Friday,15,False,False,False,57,62.3,51.5,58.2,0.465,0.0,0.0,6.7818,0.465,17.4,13.37
2024-04-13,122,21,101,2024,4,13,5,Saturday,15,True,True,False,58,57.3,43.2,50.1,0.102,0.0,0.0,7.259963888888889,0.102,20.7,13.91
2024-04-14,73,8,65,2024,4,14,6,Sunday,15,True,False,True,59,71.5,42.2,59.0,0.02,0.0,0.0,12.025783333333333,0.02,16.4,24.41
2024-04-15,298,51,247,2024,4,15,0,Monday,16,False,False,False,60,77.4,54.1,64.6,0.071,0.0,0.0,12.046133333333334,0.071,11.3,20.45
2024-04-16,242,50,192,2024,4,16,1,Tuesday,16,False,False,False,61,69.5,47.8,58.8,0.0,0.0,0.0,12.133755555555554,0.0,10.1,25.68
2024-04-17,206,25,181,2024,4,17,2,Wednesday,16,False,False,False,62,61.6,48.0,55.4,0.272,0.0,0.0,4.444036111111111,0.272,8.9,9.78
2024-04-18,154,19,135,2024,4,18,3,Thursday,16,False,False,False,63,60.6,43.8,52.6,0.0,0.0,0.0,8.469741666666666,0.0,8.9,15.7
2024-04-19,144,30,114,2024,4,19,4,Friday,16,False,False,False,64,60.5,39.7,49.7,0.02,0.0,0.0,7.5543249999999995,0.02,9.2,14.3
2024-04-20,77,8,69,2024,4,20,5,Saturday,16,True,True,False,65,66.0,46.9,55.7,0.079,0.0,0.0,10.173891666666668,0.079,14.7,22.74
2024-04-21,48,6,42,2024,4,21,6,Sunday,16,True,False,True,66,53.0,37.1,44.9,0.0,0.0,0.0,5.538566666666667,0.0,11.2,14.98
2024-04-22,177,28,149,2024,4,22,0,Monday,17,False,False,False,67,59.8,36.2,47.9,0.0,0.0,0.0,12.464108333333334,0.0,9.1,25.77
2024-04-23,114,7,107,2024,4,23,1,Tuesday,17,False,False,False,68,66.2,37.7,51.9,0.0,0.0,0.0,12.247236111111112,0.0,12.1,26.67
2024-04-24,112,17,95,2024,4,24,2,Wednesday,17,False,False,False,69,69.0,49.4,58.6,0.0,0.0,0.0,11.186327777777777,0.0,13.7,23.25
2024-04-25,155,18,137,2024,4,25,3,Thursday,17,False,False,False,70,56.1,41.5,48.3,0.0,0.0,0.0,10.083372222222222,0.0,8.8,16.58
2024-04-26,124,17,107,2024,4,26,4,Friday,17,False,False,False,71,62.2,35.5,48.6,0.0,0.0,0.0,12.68711388888889,0.0,9.8,27.43
2024-04-27,41,1,40,2024,4,27,5,Saturday,17,True,True,False,72,56.0,41.5,48.9,0.02,0.0,0.0,1.8692861111111112,0.02,9.5,9.11
2024-04-28,19,0,19,2024,4,28,6,Sunday,17,True,False,True,73,80.7,46.3,63.7,0.0,0.0,0.0,12.389602777777778,0.0,7.5,25.09
2024-04-29,151,14,137,2024,4,29,0,Monday,18,False,False,False,74,87.4,60.8,73.3,0.0,0.0,0.0,12.658388888888888,0.0,8.1,24.13
2024-04-30,114,15,99,2024,4,30,1,Tuesday,18,False,False,False,75,84.9,61.5,71.8,0.039,0.0,0.0,12.471374999999998,0.039,9.4,23.56
2024-05-01,111,10,101,2024,5,1,2,Wednesday,18,False,False,False,76,79.4,58.8,68.3,0.016,0.0,0.0,12.777480555555556,0.016,7.9,24.87
2024-05-02,68,10,58,2024,5,2,3,Thursday,18,False,False,False,77,85.9,56.3,70.8,0.0,0.0,0.0,12.978219444444443,0.0,11.9,26.23
2024-05-03,63,4,59,2024,5,3,4,Friday,18,False,False,False,78,67.5,48.4,59.4,0.0,0.0,0.0,12.199869444444444,0.0,10.2,23.03
2024-05-04,26,1,25,2024,5,4,5,Saturday,18,True,True,False,79,54.4,47.8,50.8,0.268,0.0,0.0,0.12284166666666667,0.268,8.6,6.45
2024-05-05,8,0,8,2024,5,5,6,Sunday,18,True,False,True,80,62.0,47.7,53.1,0.303,0.0,0.0,1.5624111111111112,0.303,9.7,6.35
2024-05-06,55,5,50,2024,5,6,0,Monday,19,False,False,False,81,73.4,56.6,64.4,0.016,0.0,0.0,0.8664722222222223,0.016,4.8,11.55
2024-05-07,54,2,52,2024,5,7,1,Tuesday,19,False,False,False,82,79.4,58.3,68.1,0.0,0.0,0.0,12.519102777777777,0.0,7.4,22.35
2024-05-08,59,4,55,2024,5,8,2,Wednesday,19,False,False,False,83,85.1,62.2,73.1,0.008,0.0,0.0,10.706275,0.008,12.6,23.86
2024-05-09,53,4,49,2024,5,9,3,Thursday,19,False,False,False,84,67.7,55.0,62.4,0.083,0.0,0.0,0.6294722222222222,0.083,9.3,8.07
2024-05-10,24,4,20,2024,5,10,4,Friday,19,False,False,False,85,54.3,46.9,49.6,0.669,0.0,0.0,0.0,0.669,11.6,5.44
2025-02-15,8,2,6,2025,2,15,5,Saturday,7,True,True,False,0,36.4,25.7,31.1,0.413,1.157,0.138,0.9670805555555555,0.248,10.1,4.17
2025-02-16,6,0,6,2025,2,16,6,Sunday,7,True,False,True,1,51.3,30.6,39.6,0.776,0.0,0.141,0.0,0.776,23.9,2.38
2025-02-17,47,3,44,2025,2,17,0,Monday,8,False,False,False,2,33.1,25.2,28.9,0.0,0.0,0.066,9.787472222222222,0.0,22.6,14.7
2025-02-18,69,31,38,2025,2,18,1,Tuesday,8,False,False,False,3,25.6,15.6,20.8,0.0,0.0,0.066,9.857947222222222,0.0,16.2,14.3
2025-02-19,155,62,93,2025,2,19,2,Wednesday,8,False,False,False,4,29.2,15.2,21.5,0.0,0.0,0.066,7.417672222222222,0.0,11.1,10.59
2025-02-20,65,31,34,2025,2,20,3,Thursday,8,False,False,False,5,26.3,18.2,22.9,0.047,0.331,0.071,4.519297222222222,0.0,16.1,9.04
2025-02-21,38,19,19,2025,2,21,4,Friday,8,False,False,False,6,35.5,19.1,26.5,0.0,0.0,0.066,10.02256388888889,0.0,17.6,16.33
2025-02-22,18,12,6,2025,2,22,5,Saturday,8,True,True,False,7,40.5,21.0,30.0,0.0,0.0,0.066,9.798713888888889,0.0,9.9,15.8
2025-02-23,17,5,12,2025,2,23,6,Sunday,8,True,False,True,8,44.2,27.6,35.4,0.0,0.0,0.066,9.708552777777777,0.0,9.4,15.68
2025-02-24,117,26,91,2025,2,24,0,Monday,9,False,False,False,9,50.7,29.3,40.1,0.0,0.0,0.052,9.480125,0.0,11.7,15.63
2025-02-25,147,21,126,2025,2,25,1,Tuesday,9,False,False,False,10,55.0,36.0,44.5,0.0,0.0,0.033,7.3824499999999995,0.0,10.8,11.11
